,statement,is_toxic
2195,"i think you want:

 printf '[ '
 printf '""%s"", ' ""$@""
 printf ']'",0
2196,"i think your compilation failure is because you've added Android-specific code to remote-utils.c that uses sockaddr_un. so the comment here is nonsense. you should just say something like ""we use sockaddr_un for the special protocol used by NDK debugging"". you might also want to use #ifdef __ANDROID__ instead of HAVE_SYS_UN_H too, since that's more intention-revealing. (in fact you probably don't need any comment if you fix the #if...)",0
2197,"I think you're just complicating the code by having this flag here.
 
 If you let head run past CROSSING_BUFFER_SIZE, and do the mod operation when you use it to dereference a member, then you can just compare head >= CROSSINGS_BUFFER_SIZE instead of having the double logic you have now. The only time you have to do the mod operation then is when you store a value, all other uses of head are comparisons.
 
 Nit: I'm also a sucker for ""MAX_CROSSINGS"" namings instead since it's a little shorter, and it clarifies if size is in bytes or entries.",1
2198,I think you've moved to using |self.descriptor_cache.device_type|.,0
2199,"I think* this code suggests that video.requestPictureInPicture will hit DCHECK when video.src = null is called. I'm not sure. What do you think?

ScriptPromise HTMLVideoElementPictureInPicture::requestPictureInPicture(
    ScriptState* script_state,
    HTMLVideoElement& element) {

  ...
  ScriptPromiseResolver* resolver = ScriptPromiseResolver::Create(script_state);
  ScriptPromise promise = resolver->Promise();

  document.GetTaskRunner(TaskType::kMediaElementEvent)
      ->PostTask(
          FROM_HERE,
          WTF::Bind(&PictureInPictureControllerImpl::EnterPictureInPicture,
                    WrapPersistent(&controller), WrapPersistent(&element),
                    WrapPersistent(resolver)));

  return promise;",0
2200,"I though you didn't want returns spread into the methods body, do you allow me to remove the LV 'exitStatus'?",0
2201,I thought about it but I hate Makefiles and their weird language so I thought extracting the list of files was good enough.,0
2202,"i thought i had a bug to make the VM set these based on a call to setlocale(3), so we'd be properly stand-alone. can't find it though. i _did_ find http://b/17422813 for making bionic's setlocale(3) look at the [native] system properties though. it's all kind of a mess at the moment, with hacks in bionic, icu4c, and libcore, and probably in AndroidRuntime.cpp too. (and a weird situation where -- iirc -- our VM itself just says ""fuck it --- someone else's problem"".)

i don't think it would be hard to fix any of these, it's just that none of them is really useful without the rest and it cuts across several projects.",1
2203,"I thought it would make sense to guard a useless operation... but I'm fine with dropping it, too.",0
2204,i thought SELinux had killed bootchart. should we just remove it?,0
2205,"i thought we were aiming for one sentence in the new ones?

we should lose vague crap like ""such as abstractions for"" too.

how about something like:

""Extensible SecurityProvider infrastructure for certificates, signatures, and public and private keys.""

(maybe with more @links.)",1
2206,I took a stab at rewriting this description and make this more clear.,0
2207,"I tried a bit different approach:
https://android-review.googlesource.com/143571
Maybe you would like it more?
It saves even more long living memory while not creating so much garbage during visitor traversal. And it's simple.",0
2208,I tried doing this...  There were issues with mocking trying to get a sizeof.  I also checked the other classes implementing Load and they all use these param types.,0
2209,"i tried to get mgorny to always call `die` regardless of EAPI, but he is being dumb

all the other args that escons passes come from the ebuild/user, so since we don't set them, it's not an issue for us.",1
2210,I tried to limit wifi changes to those that were necessary for the purpose of this CL. We should do a cleanup pass later to remove all these PostTasks.,0
2211,"I tried to make shell=False. But it complained bad configuration option about '-o ""StrictHostKeyChecking no""'.",0
2212,I trust you tested with --buildbot --debug? Did you verify that it actually submitted the changes? I think you need to provide a fake pickle now with --mock-slave-status to get it to actually submit changes (this used to be automatic but wasn't anymore).,0
2213,i uncommented this and didn't see a single failure over a bunch of runs on both host and device.,0
2214,I updated it to grab non-aborted hqe's and if there are none use the created_on time like before.,0
2215,"I want a FALSE and TRUE to show.

BOOL_DEFAULT_FLAG_TRUE_FALSE_MASK
BOOL_DEFAULT_TRUE
BOOL_DEFAULT_FALSE

Would that do?",0
2216,"I want to be sure that the cgroup is set before running the jailed process.

If it forks a child before it's in a cgroup, then the child could escape the cgroup.",0
2217,i want to kill all packages files.  let's not add any new ones :).,0
2218,"I wanted it to be obvious this shouldn't be set in prod, but I guess it does already have ""staging"" in it. Removed the suffix.",0
2219,"I wanted to destroy the objects in the same order as the original code. While looking back at the code, I think my first patchset destroy them too early which could introduce other issues, so instead in patchset #3 I've used ScopedClosureRunner to ensure objects are destroyed in reverse order of the declaration and get the same ordering as before your change.",0
2220,"i was curious what nnk (as the second most frequent user of this script) thinks. personally, i don't find this very useful normally, and it's an active pain in the ass when you're just trying things out.

i'm especially conflicted because (so far) the fact that the syscall stub generator does the same thing hasn't bothered me. (though it's even less useful in practice. ""git commit -a"" is all i'd ever have needed there so far.)

(note that that is done by the near-duplicate in bionic_utils.py, not this copy in utils.py. ugh.)",1
2221,"I was going for:

  start 
    body
  end",0
2222,"i was going to clean up AppendCluster in the next pass-- it's got a bunch of asserts that are either ridiculous paranoia or errors that should be handled. 

anyway, drop these and go back to the asserts?",0
2223,"I was going to suggest removing the errno saving/restoring because I do that in LOG(), but I just tested it and I didn't do it correctly (damn, I should have written a test for it).",1
2224,"I was going to suggest something along the lines of:


$(control_files) : $(target_control_files_dir)/% : $(AUTOTEST_DIR)/%
  $(hide) mkdir -p $(dir $@)
  $(hide) cp $< $@

$(control_files_package) : $(control_files)
  $(hide) mkdir -p $(dir $@)
  $(hide) tar -cf $@ -C $(dir $@) autotest

That way you wouldn't end up blowing away all your copied files when any of them changes.  On the other hand, that will never clean up extra control files that exist in intermediates, but have been removed from autotest.

Really, we need to package this in autotest and spit out generated dependency files.  The same could be said for all these other artifacts that we're creating.

I suppose this is fine for now.",0
2225,I was just being stupid.,0
2226,I was just going to throw the sucker in my snippets.... will bug summit to make sure he's tracking commit level per iteration.,1
2227,"I was just wondering why this lower-bound clamping was outside `art_quick_indexof` on MIPS, whereas it is _inside_ that entrypoint on ARM (https://android.googlesource.com/platform/art/+/master/runtime/arch/arm/quick_entrypoints_arm.S#1410) and on ARM64 (https://android.googlesource.com/platform/art/+/master/runtime/arch/arm64/quick_entrypoints_arm64.S#1955).",0
2228,"i was looking at real_au_worker.py which imports the local constants.  you're right that this module is importing chromite.lib.constants instead.  ugly.

i'll post a CL.",0
2229,"i was suspicious because of ""the initializer must be a non-empty, brace-enclosed, comma-separated list of initializers for the members"" (emphasis on ""non-empty""), but with a small test program, {} seems to initialize int members to 0, while i see garbage values if i don't perform any initialization. so i think this seems to work, at least when i build with g++.

does the {0} syntax cause problems with some compilers?",0
